query_id,query,query_kind,family_hint,category_hint,popularity_priority,search_rank,source_title,source_snippet,url,normalized_url,domain,source_role,discovery_stage,final_url,status_code,fetch_ok,fetch_message,page_title,page_description,product_record_count,discovered_product_link_count,search_result_fallback_count,category_scrape_count
mq-00057,site:camelbak.com collapsible soft flask product,known_official_site,collapsible,soft flask,1,3,21oz QUICK STOW™ Flask,"This lightweight, collapsible flask features our classic one-piece silicone bite valve for rapid hydration on race day, and packs down easily once it's empty. We designed the Quick Stow to fit easily in the front compartments of all of our running vests.",https://www.camelbak.com/product/21oz-quick-stow™-flask/CB-2146.html,https://camelbak.com/product/21oz-quick-stow™-flask/CB-2146.html,camelbak.com,known_official,search_result,https://www.camelbak.com/product/21oz-quick-stow%E2%84%A2-flask/CB-2146.html,200.0,True,allowed,21oz QUICK STOW™ Flask,Shop 21oz QUICK STOW™ Flask at CamelBak.,1,1,0,5
mq-00028,site:stojo.co collapsible cup product,known_official_site,collapsible,cup,1,9,FAQs – Stojo Products Inc.,"Our newest collection of collapsible reusables, designed for kids 6 and up! The collection includes our 8 oz Jr. Cup with straw, 14 oz Jr. Bottle, and 24 oz Jr.",https://stojo.co/pages/faqs?srsltid=AfmBOooAGdQtDpsEL9bSPMZBNqrzfU519r8J7KzfUfgjhM3nhvrfN9lT,https://stojo.co/pages/faqs,stojo.co,known_official,search_result,https://stojo.co/pages/faqs?srsltid=AfmBOooAGdQtDpsEL9bSPMZBNqrzfU519r8J7KzfUfgjhM3nhvrfN9lT,200.0,True,allowed,FAQs,Optimize your life with our award-winning compact food storage and portable drinkware rooted in sustainability and safety.,1,2,0,5
mq-00017,site:stojo.co collapsible coffee cup product,known_official_site,collapsible,coffee cup,1,6,Press – Stojo Products Inc.,This collapsible cup serves as the perfect vessel for airplane coffee and tea. ... so you can really minimize your plastic use on all fronts.Busy moms need a to-go cup that can keep up. This Stojo version is collapsible to fit in her bag after she gets her coffee fix.,https://stojo.co/pages/press,https://stojo.co/pages/press,stojo.co,known_official,search_result,https://stojo.co/pages/press,200.0,True,allowed,Press,Optimize your life with our award-winning compact food storage and portable drinkware rooted in sustainability and safety.,1,2,0,5
mq-00005,collapsible bowl current model,general,collapsible,bowl,1,3,Collapsible Camping Bowls | REI Co-op,Shop for Collapsible Camping Bowls at REI - Browse our extensive selection of trusted outdoor brands and high-quality recreation gear.,https://www.rei.com/c/camping-bowls/f/f-collapsible,https://rei.com/c/camping-bowls/f/f-collapsible,rei.com,marketplace,search_result,https://www.rei.com/c/camping-bowls/f/f-collapsible,403.0,False,robots_unavailable_allowed:403; http_status:403,,,1,0,1,5
mq-00032,collapsible food container manufacturer product,general,collapsible,food container,1,8,Collapsible food containers manufacturersCollapsible Containers Manufacturers and Suppliers in the USA ...Bulk Containers | Collapsible Plastic Bulk Bins - ORBIS,"Browse diverse collapsible food containers manufacturers options tailored to declutter spaces. Ideal for residential and corporate environments, these solutions offer longevity, decor, and easy organization. Manufacturer of standard and custom containers including corrugated, collapsible, stackable, and nestable. Hopper, attached, and detatched-lid containers are also available. ORBIS is a top provider of light, medium & heavy-duty bulk containers. Available in collapsible, straight-wall & nestable styles. Get a quote today!",https://www.alibaba.com/showroom/collapsible-food-containers-manufacturers.html,https://alibaba.com/showroom/collapsible-food-containers-manufacturers.html,alibaba.com,marketplace,search_result,https://www.alibaba.com/showroom/collapsible-food-containers-manufacturers.html,200.0,True,allowed,,,1,0,0,5
mq-00019,collapsible cooler product model,general,collapsible,cooler,1,3,Arctic Zone Collapsible Cooler 12 cans + Ice Super Foam... | eBay,"Model. Arctic Zone Ultimate Collapsible Cooler. Features.The product was described in perfect detail, and was well worth the value I had paid. Once item arrived it was protected very well and shipped within a few days of the final sale.",https://www.ebay.com/itm/155989607882,https://ebay.com/itm/155989607882,ebay.com,marketplace,search_result,https://www.ebay.com/splashui/challenge?ap=1&appName=orch&ru=https%3A%2F%2Fwww.ebay.com%2Fitm%2F155989607882&iid=0d3a3df5-bef4-4ed7-a3c7-d8534fe770f7&iim=pMzQuOo&iia=LvDEuMjyD&iiz=vSpcuMTA*qHy,200.0,True,allowed,Checking your browser before you access eBay.,,1,0,0,5
mq-00007,collapsible bucket official product,general,collapsible,bucket,1,2,Collapsible Buckets for Cleaning and Storage | Lowe's,Collapsible buckets fold flat for storage and expand for carrying water tools or cleaning supplies making them useful for home garage and outdoor tasks. Shop designs at Lowe's.,https://www.lowes.com/pl/paint-supplies/buckets-bucket-accessories/buckets/collapsible-bucket/4294625955-1122007895867,https://lowes.com/pl/paint-supplies/buckets-bucket-accessories/buckets/collapsible-bucket/4294625955-1122007895867,lowes.com,marketplace,search_result,https://www.lowes.com/pl/paint-supplies/buckets-bucket-accessories/buckets/collapsible-bucket/4294625955-1122007895867,403.0,False,robots_unavailable_allowed:403; http_status:403,,,1,0,1,5
mq-00041,collapsible laundry basket product model,general,collapsible,laundry basket,1,5,Laundry 360 Collapsible Laundry Basket in White/Grey 27217 ...Top 5 Best Collapsible Laundry Baskets in 2026 - Straight.comCollapsible Laundry Baskets | Multiple Sizes & Materials - TargetCollapsible laundry basket - SAMMART USPop N' Load Collapsible Laundry Basket 2-pack | Costco,"A 40 Liter capacity allows for the basket to hold one large load of laundry at a time. Made with 2 built in handles to make for easy transporting, the basket is lightweight and sturdy. Conveniently collapse and store under a bed or in a closet without taking up much space! Mar 27, 2026 · In this article, we have compiled a list of the best collapsible laundry baskets that are not only practical but also stylish. Discover high-quality collapsible laundry baskets with various sizes, materials, portability, and storage options. Perfect for laundry, travel, and organizing. SAMMART 35L (9.24 Gallons) Collapsible Plastic Laundry Basket with Handle and Wheels - Foldable Pop Up Storage Container/Organizer with handle and wheels - Space Saving These space saving baskets easily pop open when needed and collapse down to 3 inches for easy storage in any room of the house. Soft grip handles make these baskets comfortable and portable while carrying laundry, toys, groceries and more.",https://www.homedepot.com/p/Laundry-360-Collapsible-Laundry-Basket-in-White-Grey-27217/331129885,https://homedepot.com/p/Laundry-360-Collapsible-Laundry-Basket-in-White-Grey-27217/331129885,homedepot.com,marketplace,search_result,https://www.homedepot.com/p/Laundry-360-Collapsible-Laundry-Basket-in-White-Grey-27217/331129885,403.0,False,robots_unavailable_allowed:403; http_status:403,,,1,0,1,5
mq-00058,collapsible storage bin official product,general,collapsible,storage bin,1,5,Collapsable Storage Bins With Lids | Wayfair,"Showing results for ""collapsable storage bins with lids"".2 PCS Storage Bins with Lids, Collapsible Closet Organizer Container, Fabric Organizer Box with Handles, Decorative Storage Boxes with Lids for Organizing Clothes, Books, File, by Latitude Run®.",https://www.wayfair.com/keyword.php?keyword=collapsable+storage+bins+with+lids,https://wayfair.com/keyword.php,wayfair.com,marketplace,search_result,https://www.wayfair.com/keyword.php?keyword=collapsable+storage+bins+with+lids,,False,"allowed; HTTPSConnectionPool(host='www.wayfair.com', port=443): Max retries exceeded with url: /keyword.php?keyword=collapsable+storage+bins+with+lids (Caused by ResponseError('too many 429 error responses'))",,,0,0,0,5
mq-00255,collapsible traffic cone current model,general,collapsible,traffic cone,2,7,15 in. Orange Reflective Multi-Purpose Collapsible Safety Cone,"Model # PRO93415. Store SKU # 1011398410. Additional Resources. Shop All PIP ... Current. Showing 1-10 of 45. Photo Reviews, Most Helpful, Oldest, Newest ...",https://www.homedepot.com/p/PIP-15-in-Orange-Reflective-Multi-Purpose-Collapsible-Safety-Cone-PRO93415/329854723,https://homedepot.com/p/PIP-15-in-Orange-Reflective-Multi-Purpose-Collapsible-Safety-Cone-PRO93415/329854723,homedepot.com,marketplace,search_result,https://www.homedepot.com/p/PIP-15-in-Orange-Reflective-Multi-Purpose-Collapsible-Safety-Cone-PRO93415/329854723,403.0,False,robots_unavailable_allowed:403; http_status:403,,,1,0,1,5
mq-00035,collapsible lantern official product,general,collapsible,lantern,1,3,Collapsible Lanterns - REI Co-op,"Shop for Collapsible Lanterns at REI - Browse our extensive selection of trusted outdoor brands and high-quality recreation gear. Top quality, great selection and expert advice you can trust. 100% Satisfaction Guarantee",https://www.rei.com/c/lanterns/f/f-collapsible,https://rei.com/c/lanterns/f/f-collapsible,rei.com,marketplace,search_result,https://www.rei.com/c/lanterns/f/f-collapsible,403.0,False,robots_unavailable_allowed:403; http_status:403,,,1,0,1,5
mq-00068,site:leki.com collapsible trekking pole product,known_official_site,collapsible,trekking pole,1,3,Cross Trail FX Superlite - LEKI,The Cross Trail FX Superlite is a multi-talented pole and therefore the perfect companion for your mountain tours! The lightweight carbon folding pole with a slim 14 mm diameter is equipped with the Cross Shark grip. This grip variant is a combination of a trail running and trekking grip and offers both the power transmission of the Trigger Shark system and ergonomic support. The wide strap ...,https://www.leki.com/int/en/Cross-Trail-FX-Superlite/65426801,https://leki.com/int/en/Cross-Trail-FX-Superlite/65426801,leki.com,known_official,search_result,https://www.leki.com/int/en/Cross-Trail-FX-Superlite/65426801,200.0,True,allowed,Cross Trail FX Superlite | LEKI,The Cross Trail FX Superlite is a multi-talented pole and therefore the perfect companion for your mountain tours! The lightweight carbon folding pole with a slim 14 mm diameter is equipped with the Cross Shark grip. This grip variant is a combination of…,1,0,0,5
mq-00048,collapsible pet bowl buy product,general,collapsible,pet bowl,1,2,"2-Pack Collapsible Pet Bowls for Food & Water, Portable Travel Bowls ...","Make feeding your pet on the go effortless with this 2-Pack of Collapsible Pet Bowls. Designed for pet owners who love to travel, hike, or simply enjoy outdoor activities with their furry friends, these bowls offer the perfect blend of convenience and functionality. Crafted from premium, food-grade silicone, these bowls are durable, flexible, and completely safe for your pet. They are BPA-free ...",https://www.walmart.com/ip/2-Pack-Collapsible-Pet-Bowls-for-Food-Water-Portable-Travel-Bowls-for-Dogs-Cats-with-Carabiner-Clips/20230005619,https://walmart.com/ip/2-Pack-Collapsible-Pet-Bowls-for-Food-Water-Portable-Travel-Bowls-for-Dogs-Cats-with-Carabiner-Clips/20230005619,walmart.com,marketplace,search_result,https://www.walmart.com/blocked?url=L2lwLzItUGFjay1Db2xsYXBzaWJsZS1QZXQtQm93bHMtZm9yLUZvb2QtV2F0ZXItUG9ydGFibGUtVHJhdmVsLUJvd2xzLWZvci1Eb2dzLUNhdHMtd2l0aC1DYXJhYmluZXItQ2xpcHMvMjAyMzAwMDU2MTk=&uuid=49bf3409-57e6-11f1-b3fc-dc0926420523&vid=&g=b,200.0,True,allowed,Robot or human?,,1,0,0,5
mq-00246,collapsible measuring cups official product,general,collapsible,measuring cups,2,7,"Collapsible Measuring Cups and Spoons | Stainless Steel, Glass ... - Target","Discover collapsible and foldable measuring cups and spoons in stainless steel, glass, and plastic. Perfect for kitchen essentials, featuring various capacities, dishwasher-safe designs, and space-saving storage.",https://www.target.com/s/collapsible+measuring+cups,https://target.com/s/collapsible+measuring+cups,target.com,marketplace,search_result,https://www.target.com/s/collapsible+measuring+cups,,False,blocked_by_robots_txt,,,1,0,1,5
mq-00223,site:orukayak.com origami kayak product,known_official_site,origami,origami kayak,1,5,Oru Inlet Sport - Oru Kayak,"Meet the Inlet Sport, an origami kayak for paddlers of any skill level. Lightweight, portable, and ready in minutes, it delivers impressive performance without the bulk or hassle of traditional kayaks. Designed to go from box to boat in minutes, It's travel-friendly size fits easily in a trunk, closet, or can be checked as luggage. The Oru Inlet makes it easier than ever to disconnect, get ...",https://www.orukayak.com/products/inlet-sport?color=Black+&model=Sport,https://orukayak.com/products/inlet-sport,orukayak.com,known_official,search_result,https://www.orukayak.com/products/inlet-sport?color=Black+&model=Sport,200.0,True,allowed,Oru Inlet Sport,,1,16,0,5
mq-00326,site:oricanoe.com origami canoe product,known_official_site,origami,origami canoe,2,5,The Origami Canoe & Accessories - MYCANOE,"Origami kayaks vs canoes Carry Less, Explore More with MyCanoe. MyCanoe Folding Canoe for two: Duo 2 MyCanoe Folding Canoe for two: Duo 2$1,930.00 $2,619.00 MyCanoe Folding Canoe for two: Duo 2 MyCanoe Folding Canoe for two: Duo 2$1,930.00 $2,619.00 MyCanoe Folding Canoe for two: Duo 2$1,930.00 $2,619.00 MyCanoe Solo 2: Origami Folding Canoe Boat",https://www.oricanoe.com/en-ca/collections/mycanoe-foldable-canoes,https://oricanoe.com/en-ca/collections/mycanoe-foldable-canoes,oricanoe.com,known_official,search_result,https://www.oricanoe.com/en-ca/collections/mycanoe-foldable-canoes,200.0,True,allowed,The Origami Canoe & Accessories,The best folding canoes for paddling the open water.,1,16,0,5
mq-00337,foldscope official product,general,origami,paper microscope,2,4,Foldscope 2.0 Bundle for K-12 Educators (US Market Only).,"Your product's name. $49.00. Add your deal, information or promotional text ... products. PLUS it's discounted to be easier on the classroom budget ...",https://foldscope.com/products/education-bundle-for-us-market-only-advanced-microscopy-add-on-copy?srsltid=AfmBOoqHRf8Atf3NXLLOFDc-VlvHxoeDWF2O0DDik7hk5jZcVixsP0tx,https://foldscope.com/products/education-bundle-for-us-market-only-advanced-microscopy-add-on-copy,foldscope.com,known_official,search_result,https://foldscope.com/products/education-bundle-for-us-market-only-advanced-microscopy-add-on-copy?srsltid=AfmBOoqHRf8Atf3NXLLOFDc-VlvHxoeDWF2O0DDik7hk5jZcVixsP0tx,200.0,True,allowed,Foldscope 2.0 Bundle for K-12 Educators (US Market Only).,The Foldscope 2.0 Educator Bundle provides 20 Foldscope 2.0 microscopes plus accessories in a convenient nylon pouch. The Bundle also includes a Foldscope 2.0 Explorer Kit for the teacher and additional accessories. This kit is designed to provide a group with a microscope for each person and the essential accessories,0,6,0,5
mq-00335,origami lamp buy product,general,origami,origami lamp,2,3,Origami Lamp - Walmart.com,Shop for Origami Lamp at Walmart.com. Save money. Live better.,https://www.walmart.com/c/kp/origami-lamp,https://walmart.com/c/kp/origami-lamp,walmart.com,marketplace,search_result,https://www.walmart.com/blocked?url=L2Mva3Avb3JpZ2FtaS1sYW1w&uuid=4c08624c-57e6-11f1-9714-95221bdd09b7&vid=&g=b,200.0,True,allowed,Robot or human?,,1,0,0,5
mq-00327,origami furniture official product,general,origami,origami furniture,2,6,Origami Furniture at Lowes.com,Find Origami furniture at Lowe's today. Shop furniture and a variety of home decor products online at Lowes.com.,https://www.lowes.com/pl/furniture/origami/4294856755-2581355909,https://lowes.com/pl/furniture/origami/4294856755-2581355909,lowes.com,marketplace,search_result,https://www.lowes.com/pl/furniture/origami/4294856755-2581355909,403.0,False,robots_unavailable_allowed:403; http_status:403,,,0,0,0,5
mq-00358,origami packaging product official product,general,origami,origami packaging,3,2,This beautiful origami packaging is designed to replace plastic,"Dec 5, 2024 ... The design is also visually interesting, and could be a fit for higher-priced products like some cosmetics, the team says. [Image: courtesy VTT].",https://www.fastcompany.com/91240551/this-beautiful-origami-packaging-is-designed-to-replace-plastic,https://fastcompany.com/91240551/this-beautiful-origami-packaging-is-designed-to-replace-plastic,fastcompany.com,general_web,search_result,https://www.fastcompany.com/91240551/this-beautiful-origami-packaging-is-designed-to-replace-plastic,403.0,False,allowed; http_status:403,,,0,0,0,5
mq-00364,origami robot kit product model,general,origami,origami robot kit,3,10,Paper Toy Studio Origami Robot Origami Robot Perfect Kit PTS-OR-01 - Amazon,"Product description Original Orirobo Origami is manufactured in Japan by Japanese origami Paper Maker. This high-quality origami paper has been cultivated by traditional, and is reliable and reliable. It comes with a fold instruction book that allows you to easily understand how to fold Olirobo as possible, and to make it exciting and challenging.",https://www.amazon.com.au/Paper-Studio-Origami-Robot-Perfect/dp/B08Z7QDGNX,https://amazon.com.au/Paper-Studio-Origami-Robot-Perfect/dp/B08Z7QDGNX,amazon.com.au,marketplace,search_result,https://www.amazon.com.au/Paper-Studio-Origami-Robot-Perfect/dp/B08Z7QDGNX,,False,"allowed; HTTPSConnectionPool(host='www.amazon.com.au', port=443): Max retries exceeded with url: /Paper-Studio-Origami-Robot-Perfect/dp/B08Z7QDGNX (Caused by ResponseError('too many 500 error responses'))",,,1,0,1,5
mq-00244,site:powerfilmsolar.com roll up solar charger product,known_official_site,rollable,solar charger,1,4,Engineered Solar Products,"We offer a line of standard products including Foldable Solar Panels, Rollable Solar Panels, LightSaver Portable Solar Chargers, and more.",https://www.powerfilmsolar.com/products,https://powerfilmsolar.com/products,powerfilmsolar.com,known_official,search_result,https://www.powerfilmsolar.com/products,200.0,True,allowed,Products,"We offer a line of standard products including Foldable Solar Panels, Rollable Solar Panels, LightSaver Portable Solar Chargers, and more.",1,2,0,5
mq-00351,rollable keyboard buy product,general,rollable,keyboard,2,10,Bluetooth Roll Up Keyboard - Walmart,PloutoRich Foldable Silicone Keyboard Wireless 2.4GHz Pocket Size Slim Flexible Roll-up USB Silent Keyboard Waterproof Travel Portable 107 Keys Soft Touch ...,https://www.walmart.com/c/kp/bluetooth-roll-up-keyboard,https://walmart.com/c/kp/bluetooth-roll-up-keyboard,walmart.com,marketplace,search_result,https://www.walmart.com/blocked?url=L2Mva3AvYmx1ZXRvb3RoLXJvbGwtdXAta2V5Ym9hcmQ=&uuid=4e6900f6-57e6-11f1-9f8f-98bf24b784ee&vid=&g=b,200.0,True,allowed,Robot or human?,,1,0,0,5
mq-00355,roll up piano keyboard manufacturer product,general,rollable,piano keyboard,2,9,Piano Roll up - Portable 88-Key MIDI Keyboard for Kids & Adults,Manufacturer supply flexible portable piano with 88 keys MIDI keyboard roll ... More products. Action icon Store. Chat now. Send inquiry.,https://www.alibaba.com/product-detail/Manufacturer-supply-flexible-portable-piano-88_1600276443294.html,https://alibaba.com/product-detail/Manufacturer-supply-flexible-portable-piano-88_1600276443294.html,alibaba.com,marketplace,search_result,https://www.alibaba.com/product-detail/Manufacturer-supply-flexible-portable-piano-88_1600276443294.html,200.0,True,allowed,,,1,0,0,5
mq-00346,roll up drum kit buy product,general,rollable,drum kit,2,3,Roll Up Drum Kit - Walmart.com,"Portable Electronic Drum Set, 9-Pad Roll-Up with Built-in Speaker, Rechargeable Battery, Headphones, Drum Pedal & Sticks, Perfect for Beginners, Home Practice and Travel Gifts",https://www.walmart.com/c/kp/roll-up-drum-kit,https://walmart.com/c/kp/roll-up-drum-kit,walmart.com,marketplace,search_result,https://www.walmart.com/blocked?url=L2Mva3Avcm9sbC11cC1kcnVtLWtpdA==&uuid=4f76b20b-57e6-11f1-830f-bbda2806870b&vid=&g=b,200.0,True,allowed,Robot or human?,,1,0,0,5
mq-00224,roll up dish drying rack official product,general,rollable,dish drying rack,1,9,Roll-Up Sink Rack & Dish Drying Rack | Over Sink Drainer - Target,"Find the best roll rack sink solutions with our collection of dish drying racks. Choose from stainless steel, silicone, and polyester options, available in 18x24, 16x18, and more sizes. Perfect for over-the-sink dish drying, featuring anti-slip designs and machine washable materials.",https://www.target.com/s/roll+rack+sink,https://target.com/s/roll+rack+sink,target.com,marketplace,search_result,https://www.target.com/s/roll+rack+sink,,False,blocked_by_robots_txt,,,1,0,1,5
mq-00234,roll top camping table official product,general,rollable,roll-top camping table,1,4,Amazon.com: Roll Up Camp Table,"Elevate your outdoor experience with durable, folding camping tables that provide a stable surface for cooking, dining, and more. Compact and easy to transport.",https://www.amazon.com/roll-up-camp-table/s?k=roll+up+camp+table,https://amazon.com/roll-up-camp-table/s,amazon.com,marketplace,search_result,https://www.amazon.com/roll-up-camp-table/s?k=roll+up+camp+table,,False,"allowed; HTTPSConnectionPool(host='www.amazon.com', port=443): Max retries exceeded with url: /roll-up-camp-table/s?k=roll+up+camp+table (Caused by ResponseError('too many 503 error responses'))",,,1,0,1,5
mq-00372,rollable display current model,general,rollable,rollable display,3,7,"LG SIGNATURE OLED R 65"" Rollable 4K Smart TV (OLED65R1PUA)",Enter LG's Vision for the Future of TV with the LG SIGNATURE OLED R. Immerse in a True Cinematic Experience with Stunning Visuals and Rollable OLED Design.,https://www.lg.com/us/tvs/lg-oled65r1pua-signature-oled-4k-tv,https://lg.com/us/tvs/lg-oled65r1pua-signature-oled-4k-tv,lg.com,known_official,search_result,https://www.lg.com/us/tvs/lg-oled65r1pua-signature-oled-4k-tv,200.0,True,allowed,"LG SIGNATURE OLED R 65"" Rollable 4K Smart TV (OLED65R1PUA)",Enter LG's Vision for the Future of TV with the LG SIGNATURE OLED R. Immerse in a True Cinematic Experience with Stunning Visuals and Rollable OLED Design.,1,7,0,5
mq-00231,roll top backpack manufacturer product,general,rollable,roll-top backpack,1,12,"Alibaba.com: Manufacturers, Suppliers, Exporters & Importers from...","Find quality Manufacturers, Suppliers, Exporters, Importers, Buyers, Wholesalers, Products and Trade Leads from our award-winning International Trade Site. Import & Export on alibaba.com.Smart factory search. sourceCardIcon. Top manufacturer rankings.",https://www.alibaba.com/,https://alibaba.com,alibaba.com,marketplace,search_result,https://www.alibaba.com/,200.0,True,allowed,"Find quality Manufacturers, Suppliers, Exporters, Importers, Buyers, Wholesalers, Products and Trade Leads from our award-winning International Trade Site. Import & Export on alibaba.com","Find quality Manufacturers, Suppliers, Exporters, Importers, Buyers, Wholesalers, Products and Trade Leads from our award-winning International Trade Site. Import & Export on alibaba.com",0,0,0,5
mq-00200,site:ikea.com popular modular sofa product,known_official_site,modular,modular sofa,1,3,Fabric Modular Sofas & Sectionals - IKEA,Create your own comfort with customizable and affordable fabric modular sofas and sectionals that come in various shapes and sizes. Shop IKEA today!,https://www.ikea.com/us/en/cat/sofa-modules-31786/f/fabric-modular-sofas-f-materials--38828/,https://ikea.com/us/en/cat/sofa-modules-31786/f/fabric-modular-sofas-f-materials--38828,ikea.com,known_official,search_result,https://www.ikea.com/us/en/cat/sofa-modules-31786/f/fabric-modular-sofas-f-materials--38828/,200.0,True,allowed,Fabric Modular Sofas & Sectionals,Create your own comfort with customizable and affordable fabric modular sofas and sectionals that come in various shapes and sizes. Shop IKEA today!,1,16,0,5
mq-00191,site:containerstore.com popular modular shelving product,known_official_site,modular,modular shelving,1,3,Modular Storage - The Container Store,"Shop The Container Store's modular storage collection & get free shipping on orders of $99 + free in-store pickup every day. Find everything you need to organize your home, explore Custom Spaces and shop the best of our modular storage solutions at ContainerStore.com.",https://www.containerstore.com/shopping/modular-storage,https://containerstore.com/shopping/modular-storage,containerstore.com,known_official,search_result,https://www.containerstore.com/shopping/modular-storage,307.0,True,allowed,Access to this page has been denied,px-captcha,1,0,0,5
mq-00165,site:containerstore.com popular modular closet system product,known_official_site,modular,modular closet system,1,3,Closet Organizers - The Container Store,"Shop Closet Organizers at The Container Store. Maximize space with drawer organizers, shoe storage, walk-in systems, & custom solutions.",https://www.containerstore.com/s/closet/1,https://containerstore.com/s/closet/1,containerstore.com,known_official,search_result,https://www.containerstore.com/s/closet/1,307.0,True,allowed,Access to this page has been denied,px-captcha,1,0,1,5
mq-00209,site:walmart.com modular storage cubes product,known_official_site,modular,modular storage cubes,1,2,"Rubbermaid 3-Piece Stackable Modular Storage Cube Set, White","Key item features Modular Design: This 3-piece Rubbermaid set offers a modular design, allowing for various configurations including vertical, horizontal, or stacked arrangements to suit changing storage needs. Effortless Assembly: The storage cubes are designed for easy assembly without the need for any tools, simplifying setup and ...",https://www.walmart.com/ip/Rubbermaid-3-Piece-Stackable-Modular-Storage-Cube-Set-Closet-Organizer-White/347250243,https://walmart.com/ip/Rubbermaid-3-Piece-Stackable-Modular-Storage-Cube-Set-Closet-Organizer-White/347250243,walmart.com,known_official,search_result,https://www.walmart.com/blocked?url=L2lwL1J1YmJlcm1haWQtMy1QaWVjZS1TdGFja2FibGUtTW9kdWxhci1TdG9yYWdlLUN1YmUtU2V0LUNsb3NldC1Pcmdhbml6ZXItV2hpdGUvMzQ3MjUwMjQz&uuid=5263cd77-57e6-11f1-bf65-c114a107f55e&vid=&g=b,200.0,True,allowed,Robot or human?,,1,0,0,5
mq-00307,site:upliftdesk.com popular modular desk product,known_official_site,modular,modular desk,2,3,Height Adjustable Standing Desks | UPLIFT Desk,"Standing desks Improve your health, comfort, and productivity with Wirecutter's Standing Desk Pick for 9 years. Receive multiple free accessories when you purchase a height-adjustable standing desk.",https://www.upliftdesk.com/standing-desks/,https://upliftdesk.com/standing-desks,upliftdesk.com,known_official,search_result,https://www.upliftdesk.com/standing-desks/,200.0,True,allowed,Height Adjustable Standing Desks | UPLIFT Desk,"Top pick standing desk selected by Wirecutter for 9 years running. Most stable, highest quality standing desk! 15-Year Warranty. Free Returns. Ships Same Day.",1,0,0,5
mq-00216,site:milwaukeetool.com popular modular tool storage product,known_official_site,modular,modular tool storage,1,3,Modular Storage System - Milwaukee Tool,"PACKOUT™ is the first system providing true modularity, including solutions like tool boxes, organizers, tool bags, hooks, racks, holders. Give it a try by tapping and placing the PACKOUT™ solutions to start building your system in any configuration that works for you.",https://www.milwaukeetool.com/products/storage-solutions/packout,https://milwaukeetool.com/products/storage-solutions/packout,milwaukeetool.com,known_official,search_result,https://www.milwaukeetool.com/products/storage-solutions/packout,200.0,True,allowed,PACKOUT Power Tool and Accessory Storage System | Milwaukee Tool,Shop heavy duty and durable jobsite storage solutions including PACKOUT interchangeable and interlocking storage systems.,1,16,0,5
mq-00314,site:frame.work modular laptop product,known_official_site,modular,modular laptop,2,7,Framework | Framework for Business,"The Framework Laptop 16 is the ultimate high performance notebook. With modular discrete graphics and a hot swappable input deck, it's customizable and upgradeable in ways that no other laptop enables. It offers power and flexibility of a desktop workstation within a slim magnesium alloy and machined aluminum chassis.",https://frame.work/framework-for-business,https://frame.work/framework-for-business,frame.work,known_official,search_result,https://frame.work/tw/en/framework-for-business,200.0,True,allowed,Framework for Business,"Sleek, customizable, and with leading-edge processors, Framework laptops provide high-level performance tailored to your business needs.",1,4,0,5
mq-00320,site:fairphone.com modular phone product,known_official_site,modular,modular phone,2,5,Longevity Fairphone - Improving smartphone longevity,"Longevity We design long-lasting products that are built to last. Because the longer you keep your phone, the smaller the environmental impact. Our hardware is durable and dependable, with our signature modular design making it easy to swap parts like the display and the battery when needed. When it comes to warranty periods and after sales support, we're breaking industry conventions and ...",https://www.fairphone.com/hub/en/impact/long-lasting-design/,https://fairphone.com/hub/en/impact/long-lasting-design,fairphone.com,known_official,search_result,https://www.fairphone.com/hub/en/impact/long-lasting-design/,200.0,True,allowed,Longevity Fairphone - Improving smartphone longevity,,1,4,0,5
mq-00169,modular mechanical keyboard official product,general,modular,modular mechanical keyboard,1,3,"Best Gaming Keyboards - Mechanical, RGB, Wireless - Glorious",The GMMK Gaming Keyboard was the world's first fully modular mechanical keyboard. Our hotswap keyboards and accessories are built to provide ultimate ...,https://www.gloriousgaming.com/collections/keyboards?srsltid=AfmBOoqN5bJjZ-FrlMpCPkaYi8qoS7lwVUF-3pVtNXRV7Fml_Pbz7Zci,https://gloriousgaming.com/collections/keyboards,gloriousgaming.com,known_official,search_result,https://www.gloriousgaming.com/collections/keyboards?srsltid=AfmBOoqN5bJjZ-FrlMpCPkaYi8qoS7lwVUF-3pVtNXRV7Fml_Pbz7Zci,200.0,True,allowed,Keyboards,"The GMMK Gaming Keyboard was the world's first fully modular mechanical keyboard. Our hotswap keyboards and accessories are built to provide ultimate ergonomic comfort, performance, and customization for an unparalleled typing experience.",1,1,0,5
mq-00177,modular power station official product,general,modular,modular power station,1,3,BLUETTI AC300+B300K Modular Power System: Ideal for Home Backup and Off ...,"The AC300+B300K Modular Power System provides up to 22,118Wh of energy, 3,000W output, and 24/7 UPS in one package, making it perfect for home backup or of",https://www.bluettipower.com/products/ac300-b300k,https://bluettipower.com/products/ac300-b300k,bluettipower.com,known_official,search_result,https://www.bluettipower.com/products/ac300-b300k,200.0,True,allowed,BLUETTI AC300+B300K Modular Power System: Ideal for Home Backup and Off-Grid Living,"The AC300+B300K Modular Power System provides up to 22,118Wh of energy, 3,000W output, and 24/7 UPS in one package, making it perfect for home backup or of",1,4,0,5
