product_model_id,family_hint,category_hint,popularity_priority,brand,normalized_brand,product_name,normalized_name,confidence,mean_confidence,evidence_count,source_domain_count,product_domain_count,source_roles,official_source_count,marketplace_source_count,json_ld_record_count,best_url,best_image_url,price,currency,availability,market_status,category_evidence,transformation_evidence,name_token_count,verified_for_volume,included_in_volume
model-3c72f5cf9ee4,modular,modular sofa,1,burrow,burrow,Burrow | Modular Furniture & Sofas with Tool-Free Assembly,sofas tool free assembly,0.617,0.617,1,1,1,known_official,1,0,0,https://burrow.com,,,,,active_or_listed,0.667,0.5,4,True,True
model-4100bfa22d9a,modular,modular closet system,1,lowes,lowes,Modular Closet Wood Organizers for Custom Layouts | Lowe's,wood organizers custom layouts lowe s,0.617,0.617,1,1,1,known_official,1,0,0,https://www.lowes.com/pl/closet-organization/wood-closet-organizers/modular-closet/1555010699-1311311187014,,,,,active_or_listed,0.667,0.5,6,True,True
model-69709fb9e5a0,foldable,foldable display,2,samsung,samsung,The Highly Anticipated Samsung Galaxy Z TriFold is Available in U.S.,highly anticipated galaxy z trifold is available in u s,0.617,0.617,1,1,1,known_official,1,0,0,https://news.samsung.com/us/highly-anticipated-samsung-galaxy-z-trifold-available-u-s-jan-30,https://img.us.news.samsung.com/us/wp-content/uploads/2025/12/01164226/002-Introducing-Galaxy-Z-TriFold-The-Shape-of-Whats-Next-in-Mobile-Innovaion-Newsbody.jpg,,,,active_or_listed,0.667,0.5,10,True,True
model-958b0e40589a,modular,modular power station,1,ecoflow,ecoflow,EcoFlow R600 – Modular Portable Power Station,r600 power station,0.617,0.617,1,1,1,known_official,1,0,0,https://us.ecoflow.com/pages/ecoflow-r600-modular-portable-power-station,https://us.ecoflow.com/cdn/shop/files/10_5a13be20-2930-4c5c-8736-89f96ffc0d61.jpg?v=1741686539,,,,active_or_listed,1.0,0.5,3,True,True
model-a17c15aa4031,modular,modular sofa,1,lovesac,lovesac,Modular Sectional Couches | Lovesac Sactionals,couches sactionals,0.617,0.617,1,1,1,known_official,1,0,0,https://www.lovesac.com/sactionals,https://www.lovesac.com/media_1547bb2dffe516c67648d72d8d91f0451d434966c.jpg?width=1200&format=pjpg&optimize=medium,,,,active_or_listed,0.667,0.5,2,True,True
model-b31ea1262012,modular,modular tool storage,1,milwaukeetool,milwaukeetool,Milwaukee® Tool Official Site | Nothing but HEAVY DUTY®,milwaukee tool site nothing but heavy duty,0.617,0.617,1,1,1,known_official,1,0,0,https://www.milwaukeetool.com,https://www.milwaukeetool.com/--/web-images/sc/0d214d981fd64106981ca5bb450d45eb?hash=903a55c18e4a4d622900871b45704083&lang=en,,,,active_or_listed,0.667,0.5,7,True,True
model-f36950c863ac,modular,modular sofa,1,ikea,ikea,Fabric Modular Sofas & Sectionals,fabric sofas sectionals,0.617,0.617,1,1,1,known_official,1,0,0,https://www.ikea.com/us/en/cat/sofa-modules-31786/f/fabric-modular-sofas-f-materials--38828/,https://www.ikea.com/global/assets/range-categorisation/images/sofa-modules-31786.jpeg,,,,active_or_listed,0.667,0.5,3,True,True
model-faa1f2391c35,foldable,folding bicycle,1,zizzo,zizzo,"Light, Affordable Folding Bikes | Foldable Bicycles by ZiZZO",light affordable bikes bicycles by,0.617,0.617,1,1,1,known_official,1,0,0,https://zizzo.bike/,,,,,active_or_listed,0.667,0.5,5,True,True
model-05c8b5913205,rollable,dish drying rack,1,,unknown,Numhew 22.8 in. x 12.7 in. Gray Expandable Roll Up Dish Drying Rack ...,numhew 22 8 in x 12 7 in gray up dish drying rack,0.61,0.61,1,1,1,marketplace,0,1,0,https://www.homedepot.com/p/Numhew-22-8-in-x-12-7-in-Gray-Expandable-Roll-Up-Dish-Drying-Rack-with-2-Storage-Baskets-Over-the-Sink-Foldable-Dish-Rack-K8Q9V6L9/333739528,,,,,active_or_listed,1.0,0.5,13,True,True
model-0f4f4335507c,foldable,treadmill,1,,unknown,"THERUN Folding Treadmill w/ 3-Levels Manual Incline, 2.5HP Under...",therun w 3 levels manual incline 2 5hp under,0.61,0.61,1,1,1,marketplace,0,1,0,https://www.amazon.co.uk/THERUN-Treadmill-Foldable-Countdown-Absorption/dp/B0CYL683NV/ref=sr_1_3,,,,,active_or_listed,1.0,0.5,9,True,True
model-1431fd418fe1,rollable,dish drying rack,1,,unknown,NEZUIBAN Dish Drying Rack with Roll Up and Over Sink for ... - Amazon,nezuiban dish drying rack up over sink amazon,0.61,0.61,1,1,1,marketplace,0,1,0,https://www.amazon.com/NEZUIBAN-Drying-Kitchen-x15-7-Black/dp/B0D1R5FJ8B,,,,,active_or_listed,1.0,0.5,8,True,True
model-163f5f598b68,rollable,dish drying rack,1,,unknown,Trademark Innovations Dish Drying Rack for Roll-Up Over-the-Sink...,trademark innovations dish drying rack up over sink,0.61,0.61,1,1,1,marketplace,0,1,0,https://www.homedepot.com/p/Trademark-Innovations-Dish-Drying-Rack-for-Roll-Up-Over-the-Sink-DISH-RACK/308241648,,,,,active_or_listed,1.0,0.5,8,True,True
model-17745af52117,rollable,solar charger,1,,unknown,"Amazon.com: 2026Upgrade 40W Foldable Solar Panel Charger,25% ...Best Roll Up Solar Panels for Portable Power and Outdoor UseBest Roll Up Solar Panel [Updated: May 2026]LightSaver Portable Solar Charger (LS-1)The Ultimate Guide to the Roll Up Solar Charger: Real-World ...PowerFilm LightSaver Max USB Roll-up Solar Charger - LSM-1Best Solar Charger Power Banks | Tested & Ranked - GearLab",amazon com 2026upgrade 40w 25 up panels power outdoor usebest up updated may 2026,0.61,0.61,1,1,1,marketplace,0,1,0,https://www.amazon.com/2026Upgrade-Efficiency-Waterproof-Lightweight-Emergency/dp/B0G37WGWQM,,,,,active_or_listed,1.0,0.5,14,True,True
model-1a1a19feaa70,origami,origami kayak,1,,unknown,"Oru Kayak Foldable Kayak Lake | Lightweight, Portable & Stable",oru lake lightweight stable,0.61,0.61,1,1,1,marketplace,0,1,0,https://www.amazon.com/Oru-Kayak-Foldable-Lightweight-Portable/dp/B0BW9BD3T6,,,,,active_or_listed,1.0,0.5,4,True,True
model-1da2a9a3cf8f,foldable,wheelchair,2,,discovermymobility,Foldable Portable Wheelchair. Fold Up Electric Wheelchair.,fold up electric,0.61,0.61,1,1,1,general_web,0,0,0,https://www.discovermymobility.com/store/powerwheelchairs/cat/folding/index.html,http://www.discovermymobility.com/images/logo/logol5.png,,,,active_or_listed,1.0,0.667,3,True,True
model-329d35515e53,foldable,wheelchair,2,,altonmobility,Foldable Electric Wheelchair For Adults - Alton Mobility,electric adults alton mobility,0.61,0.61,1,1,1,general_web,0,0,0,https://www.altonmobility.com/collections/folding-electric-wheelchair,http://www.altonmobility.com/cdn/shop/files/2_03ae17e1-5d99-4a61-919b-f54cd74856e9.webp?v=1714367166,,,,active_or_listed,1.0,0.667,4,True,True
model-3d13ae27c110,origami,origami kayak,1,,unknown,"ORU KAYAK Oru Kayak Foldable Kayak Bay ST : Stable, Durable ...",oru oru bay st stable durable,0.61,0.61,1,1,1,marketplace,0,1,0,https://www.homedepot.com/p/ORU-KAYAK-Oru-Kayak-Foldable-Kayak-Bay-ST-Stable-Durable-Lightweight-Lake-River-and-Ocean-Kayaks-Intermediate-Black-Oru-BayST-B/333352878,,,,,active_or_listed,1.0,0.5,6,True,True
model-47e0594777af,foldable,camping table,1,,unknown,Byliable Camping Table Folding Portable Camp Aluminum Fold Up ...,byliable camping camp aluminum fold up,0.61,0.61,1,1,1,marketplace,0,1,0,https://www.amazon.com/Byliable-Portable-Aluminum-Lightweight-Adjustable/dp/B0DPW7RFC7,,,,,active_or_listed,1.0,0.5,6,True,True
model-49671f9d1a5d,origami,origami kayak,1,,unknown,ORU KAYAK Oru Kayak Foldable Kayak Inlet - The Home Depot,oru oru inlet home depot,0.61,0.61,1,1,1,marketplace,0,1,0,https://www.homedepot.com/p/ORU-KAYAK-Oru-Kayak-Foldable-Kayak-Inlet-Stable-Durable-Lightweight-Lake-and-River-Kayaks-Beginner-Intermediate-Black-Oru-Inlet-B/333352771,,,,,active_or_listed,1.0,0.5,5,True,True
model-538d7039189f,foldable,stroller,1,,unknown,"Amazon.com : HONEY JOY Double Stroller, Foldable Lightweight...",amazon com honey joy double lightweight,0.61,0.61,1,1,1,marketplace,0,1,0,https://www.amazon.com/HONEY-JOY-Stroller-Foldable-Lightweight/dp/B0D6QZPL1B,,,,,active_or_listed,1.0,0.5,6,True,True
model-76b1cafe2933,collapsible,bowl,1,,unknown,Collapsible Bowls with Lids in Green (2-Pack) - The Home Depot,bowls lids in green 2 home depot,0.61,0.61,1,1,1,marketplace,0,1,0,https://www.homedepot.com/p/Wakeman-Outdoors-Collapsible-Bowls-with-Lids-in-Green-2-Pack-HW4700028/308150540,,,,,active_or_listed,1.0,0.5,7,True,True
model-818012c2dda0,collapsible,coffee cup,1,,unknown,Amazon.com: MAKERSLAND Collapsible Coffee Cup Foldable...,amazon com makersland coffee,0.61,0.61,1,1,1,marketplace,0,1,0,https://www.amazon.com/MAKERSLAND-Collapsible-Foldable-Portable-Silicone/dp/B0BFJ2P18S,,,,,active_or_listed,1.0,0.5,4,True,True
model-ab7879c5d7a1,origami,origami robot kit,3,,unknown,Paper Toy Studio Origami Robot Origami Robot Perfect Kit PTS-OR-01 - Amazon,paper toy studio robot robot perfect pts or 01 amazon,0.61,0.61,1,1,1,marketplace,0,1,0,https://www.amazon.com.au/Paper-Studio-Origami-Robot-Perfect/dp/B08Z7QDGNX,,,,,active_or_listed,1.0,0.5,10,True,True
model-d219f3c2588b,collapsible,storage bin,1,,unknown,"VEVOR Plastic Collapsible Storage Bins, 32L 3 Packs ... - Best Buy",vevor plastic bins 32l 3 packs,0.61,0.61,1,1,1,marketplace,0,1,0,https://www.bestbuy.com/product/vevor-plastic-collapsible-storage-bins-32l-3-packs-stackable-folding-storage-crates-with-handles-holds-26-lbs-per-bin-red-black/JJGHK499HZ,,,,,active_or_listed,1.0,0.5,6,True,True
model-db9f33b26f15,collapsible,cup,1,,unknown,TakeToday Collapsible Travel Cup 8 oz - Silicone Foldable Water ...,taketoday travel 8 oz silicone,0.61,0.61,1,1,1,marketplace,0,1,0,https://www.amazon.com/TakeToday-Collapsible-Travel-Cup-International/dp/B0F2DQM6S4,,,,,active_or_listed,1.0,0.5,5,True,True
model-dd4fca6a9184,origami,origami kayak,1,,unknown,Amazon.com: Oru Kayak Beach Folding Portable Lightweight Kayak...,amazon com oru beach lightweight,0.61,0.61,1,1,1,marketplace,0,1,0,https://www.amazon.com/Oru-Kayak-Folding-Portable-Lightweight/dp/B06XNS6KT2,,,,,active_or_listed,1.0,0.75,5,True,True
model-f18520acde67,rollable,piano keyboard,2,,unknown,"VEVOR - 88 Keys Roll Up Keyboard Piano, 128 Rhythms, 128 ... - Best Buy",vevor 88 keys up piano 128 rhythms 128,0.61,0.61,1,1,1,marketplace,0,1,0,https://www.bestbuy.com/product/vevor-88-keys-roll-up-keyboard-piano-128-rhythms-128-tones-portable-electric-digital-hand-roll-piano-black/JJGHKZKW5T,,,,,active_or_listed,1.0,0.5,8,True,True
model-f3fca5be94f8,collapsible,cooler,1,,unknown,"Amazon.com : CleverMade Pacifica Collapsible Cooler Bag – Small Portable Cooler Bag for Travel, Foldable Insulated Cooler for Beach, Picnic & Road Trips, Holds Up to 18 Cans, Leakproof Soft Carry Cooler - Gray : Sports & Outdoors",amazon com clevermade pacifica cooler bag small cooler bag travel insulated cooler beach picnic,0.61,0.61,1,1,1,marketplace,0,1,0,https://www.amazon.com/CleverMade-SnapBasket-Soft-Sided-Collapsible-Cooler/dp/B01KPW8ZEK,,,,,active_or_listed,1.0,0.5,14,True,True
model-fcc88e121439,collapsible,storage bin,1,,unknown,Collapsible Storage Bins with Lids 65L Folding Plastic Stackable ...,bins lids 65l plastic,0.61,0.61,1,1,1,marketplace,0,1,0,https://www.homedepot.com/p/VEVOR-Collapsible-Storage-Bins-with-Lids-65L-Folding-Plastic-Stackable-Utility-Crates-with-Handles-3-Pack-KZDSLCWXHS64HOR3QV0/328172330,,,,,active_or_listed,1.0,0.5,4,True,True
model-22967c631acb,foldable,folding e-bike,1,radpowerbikes,radpowerbikes,RadExpand Electric Folding Bikes,radexpand electric bikes,0.605,0.605,1,1,1,known_official,1,0,0,https://www.radpowerbikes.com/collections/radexpand-electric-folding-bikes,https://cdn.shopify.com/s/files/1/0799/9645/collections/45ed446c-6e54-449b-acee-a75f39236cb3.png?v=1745000601,,,,active_or_listed,0.25,0.25,3,True,True
model-35ac78a17f01,rollable,drum kit,2,,unknown,"2025 Upgrade Electronic Drum Set 9-Pad Roll-Up - amazon.comBest Roll Up Drum Kit Completed Review In 2026Pyle - PTEDRL14 - Musical Instruments - DrumsThe ONE TRD Portable Electronic Drum Set, 9 Pads Roll-up Drum ...PAXCESS 9 Pad Roll-Up Electronic Drum Set with Pedals ...roll up drum kit | Newegg.comRoll Up Drum Kit - fixergear.com",2025 upgrade electronic drum 9 pad up amazon combest up drum completed review in,0.602,0.602,1,1,1,marketplace,0,1,0,https://www.amazon.com/Upgrade-Electronic-9-Pad-Roll-Up-Built/dp/B0FSX7JK13,,,,,active_or_listed,0.667,0.75,14,True,True
model-6144d157cb6b,foldable,bluetooth keyboard,1,,unknown,Mini Foldable Bluetooth Keyboard - Portable Wireless Full Size ...,mini bluetooth wireless full size,0.602,0.602,1,1,1,marketplace,0,1,0,https://www.amazon.com/JPHTEK-Mini-Foldable-Bluetooth-Keyboard/dp/B0CZP48591,,,,,active_or_listed,0.667,0.75,5,True,True
model-7a662216cc0b,foldable,bluetooth keyboard,1,,unknown,"Artciety Foldable Bluetooth Keyboard, Folding Portable Wireless ...",artciety bluetooth wireless,0.602,0.602,1,1,1,marketplace,0,1,0,https://www.amazon.com/Foldable-Bluetooth-Artciety-Rechargeable-Smartphone/dp/B0BK4PL17R,,,,,active_or_listed,0.667,0.75,3,True,True
model-9b0cf076cfb4,collapsible,laundry basket,1,,unknown,Laundry 360 Collapsible Laundry Basket in White/Grey 27217 ...Top 5 Best Collapsible Laundry Baskets in 2026 - Straight.comCollapsible Laundry Baskets | Multiple Sizes & Materials - TargetCollapsible laundry basket - SAMMART USPop N' Load Collapsible Laundry Basket 2-pack | Costco,laundry 360 laundry basket in white grey 27217 top 5 laundry baskets in 2026,0.602,0.602,1,1,1,marketplace,0,1,0,https://www.homedepot.com/p/Laundry-360-Collapsible-Laundry-Basket-in-White-Grey-27217/331129885,,,,,active_or_listed,0.667,0.75,14,True,True
model-d610d270bc15,rollable,drum kit,2,,unknown,2025 Upgrade Electronic Drum Set 9-Pad Roll-Up - amazon.comImagesroll up drum kit 3d models - Page 1 | STLFinderElectronic Portable Roll-Up Drum Kit – Pyle USAPyle - PTEDRL11 - Musical Instruments - DrumsTopteng 9 Pad Roll Up Electronic Drum Set with Stereo ...Best Roll Up Drum Kit for Practice on the Go and Kids LearningThe 5 Best Roll Up Electronic Drum Kits (2026),2025 upgrade electronic drum 9 pad up amazon comimagesroll up drum 3d models page,0.602,0.602,1,1,1,marketplace,0,1,0,https://www.amazon.com/Upgrade-Electronic-9-Pad-Roll-Up-Built/dp/B0FSZ4S4VH,,,,,active_or_listed,0.667,0.75,14,True,True
model-a1b2c3997927,foldable,wagon,1,,unknown,Amazon.com: Collapsible Folding Wagon,amazon com,0.6,0.533,3,1,1,marketplace,0,3,0,https://www.amazon.com/collapsible-folding-wagon/s?k=collapsible+folding+wagon,,,,,active_or_listed,1.0,1.0,2,True,True
model-1dfe551b01f2,foldable,solar panel,1,anker,anker,anker.com/products/a2425,com a2425,0.6,0.6,1,1,1,known_official,1,0,0,https://www.anker.com/products/a2425,,,,,active_or_listed,0.5,0.25,2,True,True
model-2006aaad0fe7,foldable,computer mouse,2,microsoft,microsoft,Microsoft Surface Mobile Mouse - Microsoft Store,surface mobile,0.6,0.6,1,1,1,known_official,1,0,0,https://www.microsoft.com/en-us/p/surface/8XGT2SCLG6KG,,,,,active_or_listed,1.0,0.25,2,True,True
model-609cb4b36feb,collapsible,trekking pole,1,blackdiamondequipment,blackdiamondequipment,Explorer 3 Trekking Poles - Black Diamond,explorer 3 trekking poles black diamond,0.6,0.6,1,1,1,known_official,1,0,0,https://www.blackdiamondequipment.com/products/explorer-3-trekking-poles,,,,,active_or_listed,0.5,0.25,6,True,True
model-aba1e6a61769,foldable,drone,1,dji,dji,DJI Camera Drones Help You Find Your Ideal Drone Today,camera drones help you find your ideal today,0.6,0.6,1,1,1,known_official,1,0,0,https://www.dji.com/global/products/camera-drones,,,,,active_or_listed,0.5,0.25,8,True,True
model-b8a8b01de228,rollable,solar charger,1,renogy,renogy,Renogy 400W/200W Portable Solar Panel | N-Type Lightweight for RV,400w 200w n type lightweight rv,0.6,0.6,1,1,1,known_official,1,0,0,https://www.renogy.com/products/renogy-400w-solar-panel-blanket,http://www.renogy.com/cdn/shop/files/RSP400SB-memberdeal.jpg?crop=center&height=1200&v=1778485931&width=1200,,,,active_unavailable_or_out_of_stock,0.5,0.25,6,True,True
model-bf62161ffebf,foldable,computer mouse,2,microsoft,microsoft,"Pens, Dial & Mice | Microsoft Store",pens dial mice,0.6,0.6,1,1,1,known_official,1,0,0,https://www.microsoft.com/en-us/store/collections/surfacependialmouse,,,,,active_or_listed,1.0,0.25,3,True,True
model-db831cc723e0,rollable,solar charger,1,renogy,renogy,12V/24V IP67 50A DC-DC Battery Charger with MPPT - Renogy EU,12v 24v ip67 50a dc dc battery mppt eu,0.6,0.6,1,1,1,known_official,1,0,0,https://eu.renogy.com/products/12v-24v-ip67-50a-dc-dc-battery-charger-with-mppt,,,,,active_or_listed,1.0,0.25,9,True,True
model-e51e9378a430,collapsible,trekking pole,1,blackdiamondequipment,blackdiamondequipment,Trail Vista FLZ Trekking Poles - Black Diamond,trail vista flz trekking poles black diamond,0.6,0.6,1,1,1,known_official,1,0,0,https://www.blackdiamondequipment.com/products/trail-vista-flz-trekking-poles,,,,,active_or_listed,0.5,0.25,7,True,True
model-2d32328f002d,foldable,solar panel,1,jackery,jackery,Jackery SolarSaga 100W Solar Panel - Jackery ID,solarsaga 100w id,0.59,0.59,1,1,1,known_official,1,0,0,https://id.jackery.com/solar-panels/solarsaga-100w-solar-panel,/content/jackery/id/en/solar-panels/solarsaga-100w-solar-panel/jcr:content/cq:featuredimage.img.png,,,,active_or_listed,0.5,0.5,3,True,True
model-45afbad8412e,modular,modular storage cubes,1,target,target,"Modular Cube Storage: Stackable, Adjustable, Expandable Solutions - Target",cube adjustable solutions,0.59,0.59,1,1,1,known_official,1,0,0,https://www.target.com/s/modular+cube+storage,,,,,active_or_listed,0.75,0.5,3,True,True
model-49bcb6400911,foldable,solar panel,1,ecoflow,ecoflow,EcoFlow 60W Solar Panel | Clean Energy | Solar Panels | EcoFlow US,60w clean energy panels us,0.59,0.59,1,1,1,known_official,1,0,0,https://www.ecoflow.com/us/60w-solar-panel,,,,,active_or_listed,0.5,0.75,5,True,True
model-4ba44688506b,modular,modular laptop,2,frame,frame,Framework Laptop 13 Pro: Intel Core Ultra 3 & LPCAMM2,framework 13 pro intel core ultra 3 lpcamm2,0.59,0.59,1,1,1,known_official,1,0,0,https://frame.work/tw/en/laptop13pro,"https://images.prismic.io/frameworkmarketplace/aeVG_51ZCF7ETVz5_fw13pro-link-preview.jpg?auto=format,compress",,,,active_or_listed,0.5,0.5,8,True,True
model-62930392e3e6,foldable,solar panel,1,jackery,jackery,Jackery SolarSaga 100W Solar Panel - Jackery MM,solarsaga 100w mm,0.59,0.59,1,1,1,known_official,1,0,0,https://mm.jackery.com/solar-panels/solarsaga-100w-solar-panel,/content/jackery/mm/en/solar-panels/solarsaga-100w-solar-panel/jcr:content/cq:featuredimage.img.png,,,,active_or_listed,0.5,0.5,3,True,True
model-b4a657322b1d,collapsible,traffic cone,2,,unknown,"18 inch Collapsible Traffic Cones 3-Pack with Travel Case, Portable ...",18 inch traffic cones 3 travel case,0.587,0.587,1,1,1,marketplace,0,1,0,https://www.amazon.com/Collapsible-Portable-Reflective-Foldable-Multipack/dp/B08D7FZ9CK,,,,,active_or_listed,0.667,0.667,7,True,True
model-482dadaeba00,modular,modular storage cubes,1,target,target,Modular Stacking Cubes - Storage Solutions & Toys - Target,stacking cubes solutions toys,0.585,0.585,1,1,1,known_official,1,0,0,https://www.target.com/s/modular+stacking+cubes,,,,,active_or_listed,0.75,0.25,4,True,True
model-5a1ad6f8b02a,modular,modular storage cubes,1,target,target,Modular Shelf Sets : Cubbies & Storage Cubes - Target,sets cubbies cubes,0.585,0.585,1,1,1,known_official,1,0,0,https://www.target.com/c/cubbies-storage-cubes-organization-home/modular-shelf-sets/-/N-558lgZal25lftnkpm,,,,,active_or_listed,0.75,0.25,3,True,True
model-68e4e9fcea20,rollable,rollable display,3,lg,lg,LG SIGNATURE Rollable OLED TV R | LG SIGNATURE,signature oled tv r signature,0.585,0.585,1,1,1,known_official,1,0,0,https://www.lg.com/global/lg-signature/history/rollable-oled-tv-r/,https://www.lg.com/content/dam/channel/wcms/global/lg-signature/images/sns/products_OLED_R_thumb.jpg,,,,active_or_listed,0.75,0.25,5,True,True
model-17ac6238beae,foldable,foldable smartphone,1,samsung,samsung,samsung.com/au/smartphones,com au smartphones,0.58,0.58,2,1,1,known_official,2,0,0,https://www.samsung.com/au/smartphones/,,,,,active_or_listed,1.0,0.25,3,True,True
model-3b4e2b0e404e,collapsible,cup,1,stojo,stojo,How to Stojo Cup,how to,0.58,0.5,2,1,1,known_official,2,0,0,https://stojo.co/pages/how-to-stojo-cup?srsltid=AfmBOoqlkp6RFzz4KHC4XqVt00IBRSCescQizEbWFBBrHCGe_cQfZMo1,,,,,active_or_listed,1.0,0.25,2,True,True
model-01d370e8adb7,rollable,dish drying rack,1,,unknown,Roll-Up Dish Drying Rack Manufacturers,up dish drying rack manufacturers,0.58,0.58,1,1,1,general_web,0,0,0,http:///product/sink-accessories/dish-rolling-rack/,,,,,active_or_listed,1.0,0.5,5,True,True
model-16e2697edfad,rollable,piano keyboard,2,,moma,Roll-Up Piano - MoMA Design Store,up piano design,0.58,0.58,1,1,1,general_web,0,0,0,https://store.moma.org/products/roll-up-piano?srsltid=AfmBOorI95EU9xS0YccISODjiDv5rBOXkgcBAVIkZhcb_7FgBjODl7ea,,,,,active_or_listed,1.0,0.75,3,True,True
model-2214d37de0e5,foldable,camping table,1,,portaloutdoors,Folding Outdoor Camping Table | Best Camp Table| Portal Outdoors,outdoor camping camp portal outdoors,0.58,0.58,1,1,1,general_web,0,0,0,https://www.portaloutdoors.com/products/portal-adjustable-roll-up-camping-table-x-series,,,,,active_or_listed,1.0,0.5,5,True,True
model-2283ba0210ee,rollable,dish drying rack,1,,memotherearthbrand,Roll Up Silicone + Stainless Steel Dish Drying Rack,up silicone stainless steel dish drying rack,0.58,0.58,1,1,1,general_web,0,0,0,https://memotherearthbrand.com/products/roll-up-silicone-steel-dish-drying-rack,http://memotherearthbrand.com/cdn/shop/files/Roll_Up_Dish_Rack1_8a74b887-265e-4ccd-b65e-5d4d6be1ad1b_1200x1200.jpg?v=1762457556,,,,active_or_listed,1.0,0.5,7,True,True
model-2a8c804cccd8,modular,modular mechanical keyboard,1,drop,drop,Drop CSTM65 Mechanical Keyboard | Mechanical Keyboards | Drop,cstm65 mechanical mechanical keyboards,0.58,0.58,1,1,1,known_official,1,0,0,https://drop.com/buy/drop-cstm65-mechanical-keyboard/?mk_quiz=surface,,,,,active_or_listed,1.0,0.25,4,True,True
model-2c8e692fb665,rollable,solar charger,1,powerfilmsolar,powerfilmsolar,Professional Grade Portable Solar Charger,professional grade,0.58,0.58,1,1,1,known_official,1,0,0,https://www.powerfilmsolar.com/hubfs/documents/flyers/lightsaver+max+portable+solar+charger_flyer.pdf,,,,,active_or_listed,1.0,0.25,2,True,True
model-433da228eaae,foldable,foldable display,2,asus,asus,ZenScreen Duo OLED MQ149CD｜Monitors｜ASUS Global,zenscreen duo oled mq149cd monitors global,0.58,0.58,1,1,1,known_official,1,0,0,https://www.asus.com/displays-desktops/monitors/zenscreen/zenscreen-duo-oled-mq149cd/,https://dlcdnwebimgs.asus.com/gain/0cfb9d23-cc35-428f-86c3-d122377f4711/,,,,active_or_listed,1.0,0.5,6,True,True
model-46b499bd4bc1,foldable,treadmill,1,,wellfittreadmill,20x55In Running Area 500lbs Capacity Heavy Duty Treadmill With 12...,20x55in running area 500lbs capacity heavy duty 12,0.58,0.58,1,1,1,general_web,0,0,0,https://wellfittreadmill.com/products/tm029-auto-incline-folding-treadmill,,,,,active_or_listed,1.0,0.5,8,True,True
model-482c72696fc5,rollable,piano keyboard,2,,lekatodeal,POGOLAB BR2388 Roll Up 88 Keys Electric Foldable Piano Keyboard,pogolab br2388 up 88 keys electric piano,0.58,0.58,1,1,1,general_web,0,0,0,https://lekatodeal.com/products/pogolab-br2388-roll-up-88-keys-electric-foldable-piano-keyboard,http://lekatodeal.com/cdn/shop/files/71o9GJIxlbL._AC_SL1500.jpg?crop=center&height=1372&v=1738982687&width=1500,,,,active_or_listed,1.0,0.25,7,True,True
model-5a1ed8f78747,origami,origami kayak,1,,sportsmans,Oru Coast Origami Folding Kayak | Sportsman's Warehouse,oru coast sportsman s warehouse,0.58,0.58,1,1,1,general_web,0,0,0,https://www.sportsmans.com/boats-kayaks-canoes-boating-supplies/kayaks/oru-coast-origami-folding-kayak/p/1939094,,,,,active_or_listed,1.0,0.5,5,True,True
model-5d4b54b0070e,rollable,roll-top backpack,1,,alpakagear,Roll Top Travel Backpack - Free shipping & Lifetime Warranty,top travel backpack free shipping lifetime warranty,0.58,0.58,1,1,1,general_web,0,0,0,https://alpakagear.com/collections/roll-top-travel-backpack,,,,,active_or_listed,1.0,0.5,7,True,True
model-65b69a684df9,foldable,headphones,1,bose,bose,"Shop Headphones | Bluetooth, Wireless, Headsets | Bose",bluetooth wireless headsets,0.58,0.58,1,1,1,known_official,1,0,0,https://www.bose.com/c/headphones,,,,,active_or_listed,1.0,0.25,3,True,True
model-6c7065876a74,foldable,foldable display,2,asus,asus,ASUS ZenScreen Fold OLED MQ17QH - Tech Specs｜Monitors｜ASUS USA,zenscreen fold oled mq17qh tech specs monitors usa,0.58,0.58,1,1,1,known_official,1,0,0,https://www.asus.com/us/displays-desktops/monitors/zenscreen/asus-zenscreen-fold-oled-mq17qh/techspec/,,,,,active_or_listed,1.0,0.25,8,True,True
model-773855934bf7,modular,modular phone,2,fairphone,fairphone,Browse our Fairphone selection,browse our selection,0.58,0.58,1,1,1,known_official,1,0,0,https://www.fairphone.com/smartphones,,,,,active_or_listed,1.0,0.25,3,True,True
model-7c406569966d,foldable,drone,1,autelrobotics,autelrobotics,"Autel Robotics Enterprise Drone, Quadcopter & UAV for Sale",autel robotics enterprise quadcopter uav,0.58,0.58,1,1,1,known_official,1,0,0,https://www.autelrobotics.com/,,,,,active_or_listed,1.0,0.25,5,True,True
model-80fe76fa2f41,collapsible,bucket,1,,unknown,10L Collapsible Bucket in Sage - The Home Depot,10l bucket in sage home depot,0.58,0.58,1,1,1,marketplace,0,1,0,https://www.homedepot.com/p/SIMPLIFY-10L-Collapsible-Bucket-in-Sage-27063-SAGE/338248170,,,,,active_or_listed,1.0,0.333,6,True,True
model-817b25de519b,origami,origami robot kit,3,,browndoggadgets,Origami Circuits Kits,circuits kits,0.58,0.58,1,1,1,general_web,0,0,0,https://www.browndoggadgets.com/products/origami-circuits-kits,http://www.browndoggadgets.com/cdn/shop/products/IMG_0151_1200x1200.JPG?v=1569786857,,,,active_or_listed,1.0,0.5,2,True,True
